Policy Area,Dataset,Variable,Year,Count,Tract,Tract Number,Neighborhood,GEOID,Location,Row ID,Date
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2325, Los Angeles County, California",232500,Chesterfield Square,1400000US06037232500,"(33.992088, -118.3107815)",Drinking_Water_Contaminants_2017_1400000US06037232500,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2326, Los Angeles County, California",232600,Vermont-Slauson,1400000US06037232600,"(33.9920885, -118.298021)",Drinking_Water_Contaminants_2017_1400000US06037232600,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2327, Los Angeles County, California",232700,Vermont-Slauson,1400000US06037232700,"(33.992427, -118.285947)",Drinking_Water_Contaminants_2017_1400000US06037232700,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2328, Los Angeles County, California",232800,South Park,1400000US06037232800,"(33.9924525, -118.2771805)",Drinking_Water_Contaminants_2017_1400000US06037232800,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2340, Los Angeles County, California",234000,Leimert Park,1400000US06037234000,"(34.011672, -118.322292)",Drinking_Water_Contaminants_2017_1400000US06037234000,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2342, Los Angeles County, California",234200,Leimert Park,1400000US06037234200,"(34.016776, -118.331087)",Drinking_Water_Contaminants_2017_1400000US06037234200,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,701.3833493,"Census Tract 2343, Los Angeles County, California",234300,Leimert Park,1400000US06037234300,"(34.007159, -118.3293635)",Drinking_Water_Contaminants_2017_1400000US06037234300,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,699.753117,"Census Tract 2345.01, Los Angeles County, California",234501,Hyde Park,1400000US06037234501,"(33.997504, -118.3246435)",Drinking_Water_Contaminants_2017_1400000US06037234501,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,699.796639,"Census Tract 2345.02, Los Angeles County, California",234502,Hyde Park,1400000US06037234502,"(34.001849, -118.32479)",Drinking_Water_Contaminants_2017_1400000US06037234502,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,698.055961,"Census Tract 2346, Los Angeles County, California",234600,Hyde Park,1400000US06037234600,"(33.9926585, -118.327201)",Drinking_Water_Contaminants_2017_1400000US06037234600,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,701.4382985,"Census Tract 2347, Los Angeles County, California",234700,Hyde Park,1400000US06037234700,"(33.987231, -118.327693)",Drinking_Water_Contaminants_2017_1400000US06037234700,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2348, Los Angeles County, California",234800,Hyde Park,1400000US06037234800,"(33.9818325, -118.3220865)",Drinking_Water_Contaminants_2017_1400000US06037234800,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2349.01, Los Angeles County, California",234901,Hyde Park,1400000US06037234901,"(33.981784, -118.328655)",Drinking_Water_Contaminants_2017_1400000US06037234901,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,627.8643516,"Census Tract 2349.02, Los Angeles County, California",234902,Hyde Park,1400000US06037234902,"(33.981753, -118.3346945)",Drinking_Water_Contaminants_2017_1400000US06037234902,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,697.7754661,"Census Tract 2351, Los Angeles County, California",235100,Hyde Park,1400000US06037235100,"(33.9855355, -118.348147)",Drinking_Water_Contaminants_2017_1400000US06037235100,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,627.4427851,"Census Tract 2352.01, Los Angeles County, California",235201,Hyde Park,1400000US06037235201,"(33.9744985, -118.322127)",Drinking_Water_Contaminants_2017_1400000US06037235201,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,626.747329,"Census Tract 2352.02, Los Angeles County, California",235202,Hyde Park,1400000US06037235202,"(33.972711, -118.3308415)",Drinking_Water_Contaminants_2017_1400000US06037235202,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,711.551862,"Census Tract 2360, Los Angeles County, California",236000,Ladera Heights,1400000US06037236000,"(34.009386, -118.367527)",Drinking_Water_Contaminants_2017_1400000US06037236000,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,655.8328683,"Census Tract 2361, Los Angeles County, California",236100,Baldwin Hills/Crenshaw,1400000US06037236100,"(34.0120535, -118.3418225)",Drinking_Water_Contaminants_2017_1400000US06037236100,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2362.02, Los Angeles County, California",236202,Baldwin Hills/Crenshaw,1400000US06037236202,"(34.0167105, -118.352691)",Drinking_Water_Contaminants_2017_1400000US06037236202,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2362.03, Los Angeles County, California",236203,Baldwin Hills/Crenshaw,1400000US06037236203,"(34.0176365, -118.347316)",Drinking_Water_Contaminants_2017_1400000US06037236203,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2362.04, Los Angeles County, California",236204,Baldwin Hills/Crenshaw,1400000US06037236204,"(34.014877, -118.349074)",Drinking_Water_Contaminants_2017_1400000US06037236204,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,724.5007223,"Census Tract 2364, Los Angeles County, California",236400,Baldwin Hills/Crenshaw,1400000US06037236400,"(34.0049835, -118.349179)",Drinking_Water_Contaminants_2017_1400000US06037236400,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2371.01, Los Angeles County, California",237101,Vermont-Slauson,1400000US06037237101,"(33.9855155, -118.291439)",Drinking_Water_Contaminants_2017_1400000US06037237101,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2371.02, Los Angeles County, California",237102,Vermont-Slauson,1400000US06037237102,"(33.9856665, -118.283741)",Drinking_Water_Contaminants_2017_1400000US06037237102,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2372.01, Los Angeles County, California",237201,Vermont-Slauson,1400000US06037237201,"(33.985727, -118.299118)",Drinking_Water_Contaminants_2017_1400000US06037237201,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2372.02, Los Angeles County, California",237202,Chesterfield Square,1400000US06037237202,"(33.985482, -118.310035)",Drinking_Water_Contaminants_2017_1400000US06037237202,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2373, Los Angeles County, California",237300,Chesterfield Square,1400000US06037237300,"(33.978464, -118.3111655)",Drinking_Water_Contaminants_2017_1400000US06037237300,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2374.01, Los Angeles County, California",237401,Vermont-Slauson,1400000US06037237401,"(33.9784655, -118.2947775)",Drinking_Water_Contaminants_2017_1400000US06037237401,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2374.02, Los Angeles County, California",237402,Harvard Park,1400000US06037237402,"(33.978462, -118.3013325)",Drinking_Water_Contaminants_2017_1400000US06037237402,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2375, Los Angeles County, California",237500,Vermont-Slauson,1400000US06037237500,"(33.978414, -118.289297)",Drinking_Water_Contaminants_2017_1400000US06037237500,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2376, Los Angeles County, California",237600,Vermont-Slauson,1400000US06037237600,"(33.978508, -118.283801)",Drinking_Water_Contaminants_2017_1400000US06037237600,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2377.10, Los Angeles County, California",237710,Vermont Knolls,1400000US06037237710,"(33.972693, -118.28613)",Drinking_Water_Contaminants_2017_1400000US06037237710,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2377.20, Los Angeles County, California",237720,Vermont Knolls,1400000US06037237720,"(33.9692975, -118.286182)",Drinking_Water_Contaminants_2017_1400000US06037237720,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2378, Los Angeles County, California",237800,Vermont Knolls,1400000US06037237800,"(33.9709525, -118.298091)",Drinking_Water_Contaminants_2017_1400000US06037237800,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,655.6350055,"Census Tract 2379, Los Angeles County, California",237900,Manchester Square,1400000US06037237900,"(33.970932, -118.311186)",Drinking_Water_Contaminants_2017_1400000US06037237900,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,695.5303553,"Census Tract 2380, Los Angeles County, California",238000,Gramercy Park,1400000US06037238000,"(33.945472, -118.3089905)",Drinking_Water_Contaminants_2017_1400000US06037238000,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,628.3802097,"Census Tract 2381, Los Angeles County, California",238100,Manchester Square,1400000US06037238100,"(33.963625, -118.3111985)",Drinking_Water_Contaminants_2017_1400000US06037238100,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,655.4565671,"Census Tract 2382, Los Angeles County, California",238200,Vermont Knolls,1400000US06037238200,"(33.963641, -118.2981045)",Drinking_Water_Contaminants_2017_1400000US06037238200,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2383.10, Los Angeles County, California",238310,Vermont Knolls,1400000US06037238310,"(33.9660195, -118.2861825)",Drinking_Water_Contaminants_2017_1400000US06037238310,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2383.20, Los Angeles County, California",238320,Vermont Knolls,1400000US06037238320,"(33.962152, -118.2861365)",Drinking_Water_Contaminants_2017_1400000US06037238320,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,626.965594,"Census Tract 2384, Los Angeles County, California",238400,Gramercy Park,1400000US06037238400,"(33.956361, -118.309005)",Drinking_Water_Contaminants_2017_1400000US06037238400,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2392.01, Los Angeles County, California",239201,Florence,1400000US06037239201,"(33.9857845, -118.277227)",Drinking_Water_Contaminants_2017_1400000US06037239201,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,782.4776036,"Census Tract 2392.02, Los Angeles County, California",239202,Florence,1400000US06037239202,"(33.985588, -118.265182)",Drinking_Water_Contaminants_2017_1400000US06037239202,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2393.10, Los Angeles County, California",239310,Florence,1400000US06037239310,"(33.9785445, -118.27732)",Drinking_Water_Contaminants_2017_1400000US06037239310,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2393.20, Los Angeles County, California",239320,Florence,1400000US06037239320,"(33.978568, -118.2717375)",Drinking_Water_Contaminants_2017_1400000US06037239320,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2393.30, Los Angeles County, California",239330,Florence,1400000US06037239330,"(33.9785785, -118.262973)",Drinking_Water_Contaminants_2017_1400000US06037239330,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2395.01, Los Angeles County, California",239501,Florence,1400000US06037239501,"(33.9729715, -118.2629705)",Drinking_Water_Contaminants_2017_1400000US06037239501,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2395.02, Los Angeles County, California",239502,Florence,1400000US06037239502,"(33.9693555, -118.262964)",Drinking_Water_Contaminants_2017_1400000US06037239502,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2396.01, Los Angeles County, California",239601,Florence,1400000US06037239601,"(33.972754, -118.2751255)",Drinking_Water_Contaminants_2017_1400000US06037239601,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2396.02, Los Angeles County, California",239602,Florence,1400000US06037239602,"(33.9695945, -118.2751195)",Drinking_Water_Contaminants_2017_1400000US06037239602,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2397.01, Los Angeles County, California",239701,Florence,1400000US06037239701,"(33.9660325, -118.2751155)",Drinking_Water_Contaminants_2017_1400000US06037239701,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2397.02, Los Angeles County, California",239702,Florence,1400000US06037239702,"(33.96229, -118.275105)",Drinking_Water_Contaminants_2017_1400000US06037239702,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2398.01, Los Angeles County, California",239801,Florence,1400000US06037239801,"(33.96606, -118.2629565)",Drinking_Water_Contaminants_2017_1400000US06037239801,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2398.02, Los Angeles County, California",239802,Florence,1400000US06037239802,"(33.962406, -118.2629525)",Drinking_Water_Contaminants_2017_1400000US06037239802,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,790.2483785,"Census Tract 2400.10, Los Angeles County, California",240010,Green Meadows,1400000US06037240010,"(33.9583205, -118.263794)",Drinking_Water_Contaminants_2017_1400000US06037240010,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,789.931287,"Census Tract 2400.20, Los Angeles County, California",240020,Green Meadows,1400000US06037240020,"(33.954224, -118.263804)",Drinking_Water_Contaminants_2017_1400000US06037240020,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2402, Los Angeles County, California",240200,Broadway-Manchester,1400000US06037240200,"(33.9559485, -118.2761875)",Drinking_Water_Contaminants_2017_1400000US06037240200,1/1/17
Environment,Water Quality,Drinking Water Contaminants,2017,664.0690784,"Census Tract 2403, Los Angeles County, California",240300,Vermont Vista,1400000US06037240300,"(33.9564355, -118.2859575)",Drinking_Water_Contaminants_2017_1400000US06037240300,1/1/17
